word,vector
6664,"[-0.1348317265510559,-0.05939982458949089,-0.08902118355035782,-0.0749906525015831,0.031019063666462898]"
3984,"[-0.3025045096874237,0.03216475620865822,0.008505112491548061,-0.03637239336967468,0.18643604218959808]"
32234,"[-0.10967779159545898,-0.04240570589900017,0.08152015507221222,-0.05177748203277588,0.07816173136234283]"
83134,"[-0.39931678771972656,0.03544836491346359,-0.08242877572774887,-0.08296188712120056,0.11634108424186707]"
436,"[-0.06915158778429031,-0.009595987387001514,0.026046935468912125,0.005056144203990698,-0.029997335746884346]"
8044,"[-0.13688889145851135,0.008897382766008377,-0.07273076474666595,-0.09106065332889557,0.02372784912586212]"
6337,"[0.04656069353222847,0.07045742869377136,-0.05367617681622505,0.01930016465485096,0.058417826890945435]"
58162,"[0.041569143533706665,-0.0697699785232544,0.05302197486162186,0.03181241452693939,0.10419431328773499]"
5416,"[-0.13942697644233704,0.013353032991290092,-0.010786082595586777,0.0709340050816536,0.11490704119205475]"
2612,"[0.06309952586889267,-0.05753551796078682,-0.10636713355779648,-0.012057773768901825,-0.02652103267610073]"
4300,"[-0.10343511402606964,0.07379256188869476,-0.0010769313666969538,-0.028118954971432686,-0.1432756632566452]"
2846,"[0.09273771941661835,0.06626707315444946,-0.02896595001220703,-0.04554678499698639,0.02862141653895378]"
2894,"[-0.09898266941308975,0.13315534591674805,-0.04951288923621178,-0.08780325204133987,-0.058956705033779144]"
5039,"[-0.31770071387290955,0.02059890702366829,-0.015568127855658531,0.07214035093784332,-0.03409656509757042]"
118896,"[-0.18523110449314117,0.08050629496574402,-0.055660173296928406,0.009719003923237324,0.013006705790758133]"
91386,"[-0.13951335847377777,-0.010099228471517563,0.049703460186719894,-0.08773142099380493,-0.012660284526646137]"
104925,"[-0.14235085248947144,-0.006221211515367031,-0.022301826626062393,-0.07373044639825821,-0.014500277116894722]"
104129,"[0.05076967924833298,0.022282861173152924,0.0024182130582630634,-0.010322486981749535,0.07613236457109451]"
2020,"[-0.07398586720228195,0.17515888810157776,0.07744845002889633,0.1417989283800125,0.1472063660621643]"
145994,"[-0.27087879180908203,-0.07151799649000168,-0.03398527204990387,-0.04594036191701889,0.04952608048915863]"
1614,"[0.1005605086684227,-0.06080111116170883,0.1549675464630127,0.01002140250056982,-0.07199734449386597]"
2575,"[0.035045888274908066,0.07975298166275024,-0.019293837249279022,0.011256249621510506,0.016723351553082466]"
1227,"[0.2884148359298706,0.41520342230796814,0.06650242209434509,-0.5452988743782043,-0.12420763075351715]"
44929,"[-0.09121309965848923,-0.07244662940502167,-0.053742166608572006,0.039364662021398544,0.028122998774051666]"
3019,"[0.03399599716067314,0.05027129128575325,0.007245550863444805,0.04487936943769455,0.14082267880439758]"
836,"[-0.18728861212730408,-0.011462509632110596,-0.025411047041416168,-0.12035249173641205,-0.030513830482959747]"
91860,"[-0.1785072386264801,0.03298425301909447,0.02564050257205963,-0.08183122426271439,-0.03708551079034805]"
7333,"[-0.12480256706476212,-0.06209985539317131,-0.14125074446201324,0.06344859302043915,0.018470922484993935]"
5459,"[-0.13523779809474945,0.014602608978748322,0.23518233001232147,0.027161730453372,0.23669227957725525]"
165551,"[-0.10790172964334488,-0.034665193408727646,-0.10702107101678848,0.02894563600420952,-0.020046621561050415]"
6835,"[-0.030152494087815285,-0.08581223338842392,-0.0015036400873214006,0.025866886600852013,-0.08066648244857788]"
104944,"[-0.10810473561286926,-0.028147321194410324,-0.09676764905452728,-0.008225999772548676,0.049655474722385406]"
4475,"[-0.014894625172019005,0.04501573368906975,-0.08152656257152557,-0.0982302874326706,-0.07987147569656372]"
96430,"[-0.07919018715620041,0.08658503741025925,0.05262360721826553,-0.06361877173185349,0.06237823888659477]"
140627,"[-0.07905250787734985,-0.025487128645181656,-0.09772681444883347,0.07189410924911499,0.06562013179063797]"
2420,"[-0.20242896676063538,0.1758924126625061,-0.11264113336801529,-0.03349350392818451,0.19875609874725342]"
86892,"[-0.10231764614582062,-0.023664278909564018,-0.019383147358894348,0.07088308036327362,0.14358991384506226]"
6385,"[-0.2961503267288208,-0.03608463332056999,-0.0484357513487339,-0.11439759284257889,0.23138049244880676]"
55052,"[-0.3099517822265625,-0.07005397975444794,-0.1253523826599121,0.05978098139166832,0.0692715272307396]"
172585,"[-0.24217355251312256,-0.12176786363124847,-0.019910143688321114,-0.2242508828639984,0.04033798724412918]"
4159,"[0.0638294368982315,0.05844651162624359,0.06224055960774422,0.01786111295223236,0.02180200070142746]"
59026,"[0.07623451203107834,-0.058991726487874985,-0.0027623435016721487,0.028102068230509758,-0.07700049877166748]"
162350,"[-0.19787651300430298,-0.010011430829763412,-0.009975789114832878,-0.12575866281986237,0.04361482337117195]"
102993,"[-0.0018747055437415838,0.07996232062578201,-0.04111326113343239,0.04742095619440079,-0.03491184115409851]"
5385,"[-0.23804917931556702,0.07358185946941376,0.06741809099912643,-0.017530124634504318,0.027763042598962784]"
8117,"[0.03246169537305832,-0.02035793848335743,-0.0026064745616167784,0.04696396365761757,-0.054674599319696426]"
2425,"[-0.17674170434474945,0.0017835586331784725,0.039788492023944855,-0.013506382703781128,-0.06339425593614578]"
2357,"[-0.14084242284297943,-0.03159060701727867,0.005768955685198307,-0.10577455163002014,0.13269944489002228]"
27708,"[0.009528222493827343,-0.05315098911523819,0.08780885487794876,-0.03626546636223793,-0.02831575646996498]"
55820,"[-0.22585338354110718,0.08828612416982651,-0.21178144216537476,0.0461723767220974,0.3254397511482239]"
3824,"[-0.0028092912398278713,-0.09028665721416473,-0.022728128358721733,0.002714104950428009,0.093594491481781]"
48142,"[-0.13324572145938873,-0.09025140851736069,-0.011659353040158749,-0.04495526850223541,0.08551639318466187]"
81537,"[-0.12066677212715149,-0.09031226485967636,-0.09402480721473694,-0.00024226983077824116,-0.03906974941492081]"
5693,"[-0.04831835627555847,0.09564542025327682,-0.09933961927890778,0.026491215452551842,0.03769673407077789]"
2329,"[0.13600997626781464,0.5971941947937012,0.0053184740245342255,0.061976395547389984,0.3944295048713684]"
2263,"[0.04390762001276016,0.0530206598341465,0.055297862738370895,0.08823759108781815,0.07465758919715881]"
6064,"[-0.004407654516398907,0.08193256705999374,0.026711322367191315,-0.03796190395951271,0.09544840455055237]"
39444,"[-0.19609783589839935,0.03794631361961365,-0.11904049664735794,-0.046811338514089584,0.15788064897060394]"
106916,"[-0.27935758233070374,-0.03354900702834129,-0.02419387735426426,-0.10031605511903763,0.06019548699259758]"
8033,"[-0.1692960113286972,-0.026153752580285072,-0.013407950289547443,-0.077688068151474,0.08671172708272934]"
160718,"[-0.06266386061906815,-0.02570326067507267,-0.06066067889332771,-0.0870019793510437,0.05899106338620186]"
2968,"[-0.0670199990272522,0.17211826145648956,0.10003095120191574,0.27095869183540344,0.4132236838340759]"
55241,"[0.031516894698143005,0.0820179358124733,0.07118397951126099,-0.0787273719906807,-0.041297413408756256]"
70565,"[-0.2466980516910553,0.030823780223727226,-0.038967154920101166,-0.10155360400676727,-0.04718709737062454]"
140174,"[-0.25587135553359985,-0.0051606036722660065,-0.042753688991069794,0.016188090667128563,0.07468744367361069]"
4438,"[-0.0957968458533287,0.050724294036626816,0.08919613808393478,0.025121966376900673,0.07082053273916245]"
12,"[0.07601114362478256,-0.026090094819664955,-0.0836375504732132,0.10697834193706512,-0.19326899945735931]"
39183,"[-0.23902370035648346,0.026580285280942917,0.010952308773994446,-0.08330120891332626,0.23407568037509918]"
3835,"[-0.11710011959075928,0.04592389985918999,-0.045777738094329834,0.04789751023054123,-0.05769633129239082]"
64839,"[-0.38480332493782043,0.05872960016131401,-0.2403646558523178,0.015363743528723717,0.21921084821224213]"
1464,"[0.03115888684988022,0.13093604147434235,-0.07530712336301804,-0.15919682383537292,-0.029883000999689102]"
3094,"[-0.08510015904903412,0.04601422697305679,-0.04783952608704567,-0.012142980471253395,0.053975045680999756]"
59387,"[-0.12123845517635345,0.051291439682245255,-0.015261197462677956,0.110620878636837,0.15617302060127258]"
86066,"[-0.053541556000709534,-0.11217135190963745,-0.08700522035360336,-0.08032544702291489,-0.04062056541442871]"
1101,"[0.9402905702590942,0.3571723997592926,-0.19892457127571106,-0.46282637119293213,0.21043695509433746]"
2169,"[0.05365053191781044,-0.06783602386713028,-0.006585183087736368,-0.05850553512573242,-0.036792654544115067]"
4148,"[-0.14595535397529602,0.13223007321357727,0.17775145173072815,0.07700160145759583,0.07097978889942169]"
4643,"[-0.3710872530937195,-0.04683273285627365,-0.023689955472946167,-0.14473329484462738,-0.05261477828025818]"
223,"[-0.010142914019525051,0.12803499400615692,-0.51297926902771,0.42716118693351746,-1.2873286008834839]"
3450,"[-0.16791115701198578,-0.0023969486355781555,0.11665590107440948,0.1746005266904831,0.15248876810073853]"
2875,"[0.04861537367105484,0.0527908094227314,0.019610408693552017,0.10019952058792114,0.1399664580821991]"
6611,"[-0.14172127842903137,0.036289043724536896,-0.09213314950466156,0.05180230736732483,0.07134176790714264]"
3396,"[-0.11837096512317657,-0.019362803548574448,0.04391844570636749,0.19620944559574127,0.2117248773574829]"
7482,"[-0.2512952983379364,-0.08091289550065994,0.05175541713833809,0.042686719447374344,0.1552698314189911]"
3771,"[0.014015231281518936,0.07988178730010986,0.04273144155740738,-0.0674922838807106,-0.018385937437415123]"
5932,"[-0.10085959732532501,0.0750330314040184,0.06385695189237595,0.04997794330120087,0.08817481994628906]"
164200,"[-0.21362939476966858,0.029558340087532997,-0.04377036169171333,-0.07215633988380432,0.0985853523015976]"
541,"[0.3397747576236725,0.7930073738098145,-0.24356119334697723,0.5527807474136353,-1.4228249788284302]"
66,"[-0.004005170427262783,0.002122401725500822,0.06013357266783714,0.007547343149781227,-0.0005912920460104942]"
91542,"[-0.3244393765926361,-0.14895255863666534,0.018613411113619804,-0.25888553261756897,0.46322882175445557]"
52867,"[-0.1025574803352356,0.04301763325929642,-0.107448048889637,0.03548504412174225,-0.010311798192560673]"
7493,"[-0.13563287258148193,-0.01027013547718525,0.06773488223552704,0.0438501201570034,0.10377523303031921]"
4954,"[-0.05301031097769737,0.009138035587966442,0.07002969831228256,0.07284801453351974,0.03609932214021683]"
1278,"[0.27251872420310974,0.3916001617908478,-0.49821385741233826,-0.9039114117622375,-0.05258818343281746]"
1587,"[0.043701596558094025,-0.12032120674848557,0.1557454764842987,-0.0956990197300911,0.0787544772028923]"
4976,"[-0.122034452855587,-0.09852766245603561,-0.036470916122198105,-0.052178625017404556,0.017725886777043343]"
2287,"[-0.1441599577665329,0.05317094922065735,-0.0016678143292665482,0.015951860696077347,0.019962217658758163]"
3211,"[-0.11365479230880737,0.04663312807679176,0.011086905375123024,-0.06520908325910568,0.0021749199368059635]"
4846,"[-0.019579144194722176,-0.034255240112543106,-0.0784883052110672,0.029927527531981468,-0.00028951000422239304]"
7293,"[-0.36837127804756165,-0.11438586562871933,-0.02899169735610485,0.09182276576757431,0.3904944658279419]"
61289,"[-0.03895176202058792,-0.012082194909453392,0.01556336134672165,0.08477392792701721,0.06840486079454422]"
1193,"[1.1617344617843628,0.5564529299736023,-0.19865205883979797,-0.7855995893478394,0.10592665523290634]"
51562,"[0.014598612673580647,-0.07456020265817642,0.06282402575016022,-0.0847351998090744,-0.020397517830133438]"
2411,"[-0.15097278356552124,-0.043885618448257446,0.06230408325791359,0.0015736967325210571,0.10693511366844177]"
5095,"[-0.17131423950195312,-0.11493661999702454,-0.008619333617389202,-0.13529561460018158,-0.003270622342824936]"
4878,"[-0.4575542211532593,0.36772018671035767,0.9602674841880798,-0.046308036893606186,0.179725781083107]"
2097,"[-0.031533606350421906,0.0016096587060019374,-0.014774574898183346,-0.033560894429683685,0.0380999818444252]"
1569,"[-0.0772775262594223,-0.03758310154080391,-0.07495950162410736,-0.19075289368629456,-0.12116343528032303]"
30707,"[-0.42938554286956787,-0.03402881324291229,-0.011795937083661556,-0.19118580222129822,0.18142396211624146]"
3567,"[-0.057701658457517624,-0.050983067601919174,-0.05863630771636963,-0.09457749128341675,-0.023064104840159416]"
4126,"[-0.2977079451084137,-0.04003839194774628,-0.05039644241333008,-0.12130264937877655,-0.03180846571922302]"
26974,"[-0.08623206615447998,-0.0018023569136857986,-0.035645533353090286,0.07752297818660736,0.07244213670492172]"
4535,"[-0.2574862539768219,-0.16040366888046265,0.08932381868362427,-0.024639064446091652,0.020638760179281235]"
102716,"[0.02695678174495697,0.059178441762924194,0.02864869125187397,0.011462175287306309,0.00020860345102846622]"
86721,"[-0.12509490549564362,0.0029932481702417135,-0.11233619600534439,-0.01642415300011635,-0.018565339967608452]"
216,"[0.030659282580018044,-0.03013416938483715,-0.09741716831922531,0.033458150923252106,-0.4964323043823242]"
80463,"[-0.2338230013847351,-0.19353941082954407,-0.37449926137924194,-0.1283053606748581,0.331733375787735]"
6123,"[-0.11663208901882172,0.04717445373535156,-0.051119521260261536,-0.08044176548719406,0.0629313588142395]"
2034,"[-0.10470639914274216,0.06955831497907639,0.016589293256402016,-0.041117340326309204,-0.017182156443595886]"
4903,"[-0.038179244846105576,-0.012613264843821526,-0.06358230859041214,-0.04183065891265869,-0.037295833230018616]"
4007,"[-0.24220573902130127,-0.06006691977381706,0.07293680310249329,0.12908582389354706,0.21076424419879913]"
89,"[0.1451226770877838,-0.0617188923060894,-0.038068320602178574,0.1392563283443451,-0.012233315035700798]"
37720,"[0.04596854746341705,-0.030252259224653244,0.07020050287246704,-0.022288989275693893,0.09516505151987076]"
8128,"[-0.3664834499359131,-0.10306878387928009,0.02100774087011814,-0.07514636218547821,0.17692050337791443]"
74370,"[0.007641953881829977,0.06008881330490112,-0.016703199595212936,-0.014630235731601715,0.036521125584840775]"
4307,"[0.029580269008874893,0.06472694128751755,-0.014789292588829994,-0.017163746058940887,0.027729827910661697]"
44597,"[-0.09291795641183853,-0.05230581387877464,-0.09926730394363403,0.0008986290777102113,0.0535987988114357]"
3266,"[-0.013041462749242783,-0.010495984926819801,0.02114161290228367,0.14644186198711395,0.01798640750348568]"
3941,"[-0.031208060681819916,-0.0832456573843956,-0.0489647276699543,0.04346144199371338,0.025266995653510094]"
172875,"[-0.11584247648715973,-0.11183920502662659,0.02109646424651146,0.016254490241408348,-0.03663631156086922]"
44828,"[-0.07904204726219177,-0.08445001393556595,-0.07718874514102936,0.06668995320796967,-0.019113261252641678]"
7121,"[-0.1955975890159607,-0.0656137764453888,-0.050248678773641586,-0.11101053655147552,0.14199627935886383]"
6410,"[-0.0659969225525856,-0.06543159484863281,-0.05239397659897804,0.06915894895792007,-0.061077818274497986]"
6238,"[-0.09441542625427246,-0.0789392814040184,-0.07282353937625885,-0.12447331845760345,0.1893446296453476]"
5792,"[-0.05241081118583679,0.0653274729847908,-0.024675818160176277,0.028620991855859756,-0.009675772860646248]"
3641,"[-0.012702880427241325,0.021807273849844933,0.04912440478801727,-0.05816744267940521,-0.03683672100305557]"
34338,"[-0.062429044395685196,0.07661347091197968,0.0479419082403183,-0.05563877895474434,0.03320442512631416]"
54503,"[-0.25578680634498596,-0.11179924011230469,-0.3292712867259979,0.10925909876823425,0.3067433834075928]"
4061,"[-0.0171293243765831,-0.11752882599830627,0.00533878430724144,0.0010074889287352562,0.027815278619527817]"
4896,"[-0.2649853825569153,0.09199356287717819,0.7398260235786438,-0.07611697912216187,0.18448813259601593]"
128620,"[-0.10306872427463531,-0.0016905447700992227,0.008270530961453915,0.0325399674475193,-0.06526511162519455]"
93287,"[-0.0755610316991806,-0.07469495385885239,0.056288525462150574,-0.04495835304260254,0.014750875532627106]"
104906,"[-0.08831796050071716,-0.07058052718639374,-0.10731539130210876,-0.0003756184596568346,0.033546824008226395]"
119141,"[-0.3159365952014923,-0.05302920937538147,-0.12228701263666153,-0.14493849873542786,-0.05835074558854103]"
